area_type,availability,location,size,society,total_sqft,bath,balcony,price,lat,lon
Super built-up  Area,18-Apr,Bank Of Baroda Colony,2 BHK,,1080,2.0,2.0,39.0,12.893481,77.5837404
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saityat,1933,3.0,1.0,129.0,29.2436472,73.5222553
Built-up  Area,Ready To Move,Ramamurthy Nagar,5 Bedroom,,3500,5.0,2.0,150.0,13.0120218,77.6777817
Built-up  Area,Ready To Move,Kullappa Colony,2 BHK,,1060,2.0,2.0,60.0,Kullappa Colony,Kullappa Colony
Super built-up  Area,18-Aug,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45,17.4436387,77.433391
Plot  Area,Ready To Move,Mukkutam Nagar,8 Bedroom,,2600,8.0,2.0,180.0,Mukkutam Nagar,Mukkutam Nagar
Super built-up  Area,18-Sep,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45,17.4436387,77.433391
Super built-up  Area,Ready To Move,Ashwath Nagar,3 BHK,SJcerpe,1644,3.0,3.0,84.0,13.0467537,77.6321873
Super built-up  Area,Ready To Move,Ncpr Industrial Layout,2 BHK,Supams ,1285,2.0,3.0,72.5,Ncpr Industrial Layout,Ncpr Industrial Layout
Plot  Area,Ready To Move,Electronic City,3 Bedroom,,1200,3.0,1.0,90.0,-6.1938201,106.8920008
Super built-up  Area,Ready To Move,Electronic City,2 BHK,CoapeSo,910,2.0,1.0,40.0,-6.1938201,106.8920008
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Bisic C,1577,3.0,1.0,70.0,12.5805368,77.3330675
Plot  Area,17-May,Meenakunte,3 Bedroom,Sreat R,4050,3.0,2.0,280.0,Meenakunte,Meenakunte
Super built-up  Area,Ready To Move,OMBR Layout,3 BHK,Inntsa ,2420,3.0,2.0,185.0,13.0082078,77.652392
Super built-up  Area,Ready To Move,Chandapura,2 BHK,KHityry,800,1.0,1.0,20.0,17.4436387,77.433391
Built-up  Area,Ready To Move,Anand Nagar,2 BHK,,1060,2.0,2.0,55.0,18.4784897,73.8213256
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1270,2.0,2.0,93.0,12.91180425,77.5874942
Super built-up  Area,18-Jun,Shree Ananth Nagar Layout,2 BHK,,900,2.0,2.0,22.5,Shree Ananth Nagar Layout,Shree Ananth Nagar Layout
Built-up  Area,Ready To Move,Kundalahalli Colony,2 Bedroom,,1280,2.0,1.0,69.0,12.969909,77.7116944
Plot  Area,Ready To Move,Horamavu Agara,4 Bedroom,,1200,2.0,0.0,95.0,13.0366459,77.6548087
Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,1025,2.0,2.0,36.0,12.9252241,77.6367015
Super built-up  Area,17-Jun,Electronic City,2 BHK,Prarkun,1108,2.0,1.0,63.0,-6.1938201,106.8920008
Super built-up  Area,Ready To Move,Coffee Board Layout,3 BHK,Calyxy ,3045,3.0,2.0,170.0,13.0503251,77.6060803
Plot  Area,Ready To Move,Ambedkar Nagar,4 Bedroom,Thessrm,2900,3.0,2.0,300.0,26.40349795,82.60728148676125
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,JJortom,1500,3.0,2.0,75.5,29.2436472,73.5222553
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2.0,2.0,43.9,17.3347866,78.6008776
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1162,2.0,1.0,59.9,13.1351402,77.74957
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Usquaya,1035,2.0,2.0,49.2,12.9252241,77.6367015
Built-up  Area,Ready To Move,Attibele,4 Bedroom,Natic T,1600,4.0,0.0,52.8,12.7782588,77.7712834
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3 BHK,,1464,3.0,2.0,46.0,12.8889126,77.6555716
Super built-up  Area,18-Oct,Hennur Road,3 BHK,DSapeSk,1866,2.0,2.0,61.58,13.0258087,77.6305067
Super built-up  Area,Ready To Move,Geleyara Balaga Layout,2 BHK,Jahtsa ,700,1.0,1.0,26.0,13.0703201,77.50879916667466
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Prillot,1804,3.0,2.0,120.0,12.8661075,77.59192
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,,913,2.0,1.0,32.0,12.9116225,77.6388622
Super built-up  Area,21-Dec,Talaghattapura,3 BHK,Sodgere,1868,3.0,2.0,131.0,Talaghattapura,Talaghattapura
Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,,883,2.0,1.0,45.0,12.9159785,77.48243125
Plot  Area,Ready To Move,Sundara Nagar,2 Bedroom,,900,2.0,1.0,110.0,13.0377237,80.2107233
Super built-up  Area,Ready To Move,Kogilu,3 BHK,,1664,2.0,3.0,73.95,13.104198,77.6170849
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,2026,3.0,2.0,132.0,13.0720352,77.6333905
Super built-up  Area,Ready To Move,Balagere,2 BHK,Soestin,1210,2.0,1.0,80.9,12.9377243,77.7280705
Plot  Area,Ready To Move,Meenakunte,4 Bedroom,Sreat R,4111,4.0,2.0,250.0,Meenakunte,Meenakunte
Super built-up  Area,Ready To Move,Kadugodi,3 BHK,Alestrb,1762,3.0,3.0,91.45,12.9985767,77.7609716
Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1252,3.0,3.0,55.0,12.7852528,77.6380931
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2 BHK,Mauner ,861,2.0,1.0,34.5,Gollarapalya Hosahalli,Gollarapalya Hosahalli
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1420,2.0,1.0,100.0,12.91180425,77.5874942
Plot  Area,Ready To Move,Srirampura,6 Bedroom,,1450,6.0,0.0,250.0,13.9550851,75.5267465
Built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,GaicaVe,1490,3.0,1.0,78.8,12.8496783,77.6649749
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,,1075,2.0,1.0,46.0,Bisuvanahalli,Bisuvanahalli
Super built-up  Area,18-Aug,Old Madras Road,3 BHK,Saesttt,1425,2.0,2.0,94.0,13.0460773,77.7503908
Built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Nae 2El,1200,2.0,1.0,40.0,12.8661075,77.59192
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,,1280,2.0,2.0,56.0,12.9846713,77.6790908
Super built-up  Area,Ready To Move,Silver Springs Layout,2 BHK,Bhinglv,1084,2.0,2.0,50.0,12.9157034,77.52755355
Super built-up  Area,18-Jul,Chandapura,2 BHK,SunceEs,1015,2.0,2.0,25.88,17.4436387,77.433391
Super built-up  Area,21-May,Kanakpura Road,2 BHK,GolusLi,1017,2.0,1.0,51.25,26.9291996,75.703282
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1027,2.0,2.0,44.0,12.8922203,77.6558048
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Coush W,1069,2.0,2.0,45.0,12.8468545,77.6769267
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1349,2.0,1.0,98.2,13.0382184,77.5919
Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,NaensGa,1005,2.0,1.0,50.0,12.2655944,76.6465404
Super built-up  Area,Ready To Move,Jakkur,2 BHK,Arzzo P,1417,2.0,3.0,75.0,13.0784743,77.6068938
Plot  Area,18-Jan,TC Palaya,3 Bedroom,,1475,3.0,1.0,98.0,13.0098552,77.6930892
Carpet  Area,Ready To Move,Maruthi Sevanagar,2 BHK,SMikaay,950,2.0,2.0,47.0,13.0026552,77.6347376
Super built-up  Area,Ready To Move,RMV 2nd Stage,4 BHK,Prave E,2000,4.0,0.0,120.0,13.0299868,77.574051
Plot  Area,Ready To Move,Giri Nagar,3 Bedroom,,880,3.0,1.0,140.0,28.541034449999998,77.26411092738698
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Ahriaup,1863,3.0,2.0,104.0,12.9252241,77.6367015
Super built-up  Area,Ready To Move,Singasandra,2 BHK,Priewhi,1010,2.0,1.0,29.5,12.6477419,77.3625356
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Shodsth,1425,2.0,1.0,70.0,12.8661075,77.59192
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,Swadeh ,1450,3.0,0.0,100.0,29.2436472,73.5222553
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1847,3.0,2.0,105.0,12.5805368,77.3330675
Super built-up  Area,Ready To Move,AECS Layout,2 BHK,Soran U,1100,2.0,3.0,45.0,12.964118,77.7130369
Super built-up  Area,20-Dec,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,26.0,26.9291996,75.703282
Super built-up  Area,Ready To Move,Mallasandra,3 BHK,Puestig,1665,3.0,2.0,95.0,13.7813983,77.8316785
Super built-up  Area,Ready To Move,Begur,4 BHK,Prntsrt,1664,4.0,3.0,65.0,41.9541918,3.2088349
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,Maerar ,1850,3.0,3.0,150.0,12.2655944,76.6465404
Super built-up  Area,Ready To Move,Panathur,2 BHK,Vaesh T,1438,2.0,3.0,100.0,12.9351457,77.7047541
Super built-up  Area,Ready To Move,Sunder Ram Shetty Nagar,3 BHK,MaisePa,1560,3.0,3.0,115.0,Sunder Ram Shetty Nagar,Sunder Ram Shetty Nagar
Super built-up  Area,18-Apr,Yelahanka,2 BHK,,1350,2.0,1.0,55.55,13.1006982,77.5963454
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1550,3.0,3.0,67.0,26.9291996,75.703282
Super built-up  Area,18-Apr,Malleshpalya,2 BHK,,1140,2.0,2.0,46.5,12.9744129,77.6743533
Plot  Area,Ready To Move,Srirampura,5 Bedroom,,1200,5.0,2.0,180.0,13.9550851,75.5267465
Super built-up  Area,18-Dec,Kodathi,2 BHK,,850,2.0,2.0,27.0,9.849048150000002,76.72997002299876
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Gotis A,1280,2.0,2.0,75.0,44.3730577,-71.6118577
Built-up  Area,Ready To Move,Munnekollal,2 BHK,,1170,2.0,2.0,52.0,Munnekollal,Munnekollal
Super built-up  Area,Ready To Move,Motappa Layout,2 BHK,Puodse ,1113,2.0,1.0,51.0,Motappa Layout,Motappa Layout
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Mileeou,1385,2.0,1.0,83.09,13.0258087,77.6305067
Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,65.0,-6.1938201,106.8920008
Plot  Area,Ready To Move,Marathahalli,2 Bedroom,,1200,2.0,2.0,128.0,12.9552572,77.6984163
Plot  Area,Ready To Move,Akshaya Vana,4 Bedroom,,1200,4.0,3.0,165.0,58.6509563,25.0270542
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2390,3.0,2.0,415.0,18.0142278,79.55262448961471
Plot  Area,Ready To Move,Giri Nagar,4 Bedroom,,2400,4.0,1.0,400.0,28.541034449999998,77.26411092738698
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1464,3.0,2.0,56.0,12.8922203,77.6558048
Super built-up  Area,Ready To Move,Manayata Tech Park,2 BHK,,1200,2.0,2.0,55.0,Manayata Tech Park,Manayata Tech Park
Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,Abncy R,1200,2.0,2.0,52.0,13.0200235,77.6092887
Super built-up  Area,Ready To Move,Kaggalipura,3 BHK,Baowsig,1150,2.0,1.0,55.0,12.8016986,77.5082445
Built-up  Area,Ready To Move,Basavanna Nagar,3 BHK,Itala A,1645,3.0,2.0,95.0,12.9844454,77.5885019
Super built-up  Area,20-Mar,Sarjapur  Road,2 BHK,,1000,2.0,1.0,67.0,12.9252241,77.6367015
Plot  Area,Ready To Move,Haralur Road,4 Bedroom,,2650,4.0,2.0,198.0,12.8922203,77.6558048
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,HMinebo,1192,2.0,2.0,74.0,6th Phase JP Nagar,6th Phase JP Nagar
Super built-up  Area,Ready To Move,Ulsoor,3 BHK,K borja,2135,3.0,2.0,215.0,12.9778793,77.6246697
Super built-up  Area,19-Dec,Whitefield,2 BHK,Oreldhi,1173,2.0,1.0,58.0,44.3730577,-71.6118577
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Sungspr,1020,2.0,2.0,45.0,12.9055682,77.5455438
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,3122,6.0,2.0,230.0,13.0137105,77.4834544
Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,,1600,3.0,3.0,64.0,Somasundara Palya,Somasundara Palya
Plot  Area,18-Mar,T.C PALYA,2 Bedroom,,1200,2.0,0.0,79.0,47.51848985,19.197553908548237
Carpet  Area,Ready To Move,Muneshwara Nagar,2 BHK,,1230,2.0,3.0,48.0,13.014081149999999,77.61147441571453
Super built-up  Area,Ready To Move, Devarachikkanahalli,2 BHK,Clntsrt,1250,2.0,2.0,40.0,12.8777439,77.6093287
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,PuamaPa,1325,2.0,2.0,76.0,12.8661075,77.59192
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brngsal,1850,3.0,1.0,150.0,12.91180425,77.5874942
Super built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,,1200,2.0,2.0,65.0,12.9932739,77.5388099
Plot  Area,Ready To Move,Bull Temple Road,3 Bedroom,,1350,2.0,0.0,140.0,12.9557661,77.5673843
Super built-up  Area,18-Jun,Bommasandra,3 BHK,SSestth,1260,3.0,1.0,49.36,12.8162443,77.6916113
Super built-up  Area,Ready To Move,Prashanth Nagar,3 BHK,Vancy R,1800,3.0,0.0,150.0,12.9776188,77.5313254
Plot  Area,18-Dec,Suragajakkanahalli,3 Bedroom,PrhyaK ,11,3.0,2.0,74.0,12.7397767,77.6689543
Built-up  Area,Ready To Move,Ardendale,2 BHK,Miwel M,1100,2.0,1.0,43.25,13.026135,77.76638437071601
Super built-up  Area,Ready To Move,Harlur,2 BHK,SrEndPo,1508,2.0,1.0,77.0,12.8920326,77.6550376733177
Carpet  Area,Ready To Move,Sampigehalli,3 BHK,Puens G,1592,3.0,2.0,75.0,13.0816353,77.6182669
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,SagasSa,1388,2.0,3.0,57.0,13.0195427,77.6831272
Super built-up  Area,18-May,Electronic City Phase II,1 BHK,SNbay G,630,1.0,1.0,28.35,12.8468545,77.6769267
Plot  Area,Ready To Move,RMV,3 Bedroom,,2000,3.0,2.0,365.0,50.0856165,8.44470428429166
Super built-up  Area,Ready To Move,Banashankari3rd stage bigbazar,3 BHK,,1762,3.0,1.0,125.0,Banashankari3rd stage bigbazar,Banashankari3rd stage bigbazar
Super built-up  Area,21-Dec,Bagalur Main Road,2 BHK,,950,2.0,2.0,50.0,12.8310442,77.865842
Super built-up  Area,Ready To Move,Kodihalli,4 BHK,Soianal,3252,5.0,3.0,335.0,13.359993,78.1225175
Super built-up  Area,18-Aug,Magadi Road,2 BHK,Vrenty ,1116,2.0,1.0,50.0,12.945048,77.263004
Super built-up  Area,Ready To Move,Narayanapura,2 BHK,AriosHe,1308,2.0,2.0,89.04,13.3397035,77.763495
Super built-up  Area,Ready To Move,MS Pallya,3 BHK,,1200,3.0,0.0,90.0,MS Pallya,MS Pallya
Plot  Area,Ready To Move,Binny Mills Employees Colony,4 Bedroom,,1500,4.0,2.0,230.0,Binny Mills Employees Colony,Binny Mills Employees Colony
Built-up  Area,Ready To Move,Bannerghatta Road,1 BHK,,500,1.0,1.0,18.5,12.8870547,77.5969483
Super built-up  Area,Ready To Move,Hennur,2 BHK,SLureSi,1075,2.0,1.0,52.0,13.0258087,77.6305067
Super built-up  Area,18-Mar,Chandapura,1 BHK,Siissi ,530,1.0,0.0,11.66,17.4436387,77.433391
Built-up  Area,Ready To Move,Bellandur,2 BHK,,1205,2.0,3.0,66.0,12.93577245,77.66676103753434
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Mangsr ,1075,2.0,2.0,60.0,12.9163386,77.578242
Built-up  Area,Ready To Move,KR Puram,2 BHK,HovasTe,930,2.0,2.0,39.0,13.007516,77.695935
Super built-up  Area,Ready To Move,Balagere,2 BHK,Exncene,1380,2.0,1.0,60.0,12.9377243,77.7280705
Super built-up  Area,Ready To Move,Hebbal,4 BHK,Prersis,2483,5.0,2.0,212.0,13.0382184,77.5919
Built-up  Area,Ready To Move,Kodigehaali,2 BHK,Shyas S,1166,2.0,2.0,55.0,Kodigehaali,Kodigehaali
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,NadelCi,1050,2.0,1.0,65.0,12.8870547,77.5969483
Super built-up  Area,19-Mar,Gopalapura,3 BHK,Sothadr,2023.71,3.0,2.0,275.0,13.1331985,77.6874906
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1200,2.0,2.0,46.8,12.8746006,77.6255106
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,Puarent,1600,2.0,1.0,108.0,Lakshminarayana Pura,Lakshminarayana Pura
Super built-up  Area,Ready To Move,Billekahalli,3 BHK,MaionPa,1935,3.0,2.0,110.0,Billekahalli,Billekahalli
Super built-up  Area,18-May,8th Phase JP Nagar,1 BHK,Maian M,451,1.0,0.0,29.9,12.9159404,77.5793207
Super built-up  Area,Ready To Move,Electronic City,3 BHK,ShstaAl,1800,3.0,2.0,95.0,-6.1938201,106.8920008
Super built-up  Area,18-May,Jalahalli,3 BHK,Shard T,1400,3.0,0.0,77.0,11.9917786,76.5066292
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1801,3.0,2.0,115.0,13.0720352,77.6333905
Plot  Area,19-Jan,Anekal,2 Bedroom,,1200,1.0,1.0,36.0,12.799122,77.68060437921743
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160,2.0,2.0,44.0,12.8746006,77.6255106
Built-up  Area,Ready To Move,Kengeri,2 BHK,,1000,2.0,1.0,25.0,12.9176571,77.4837568
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Wiowsri,950,2.0,1.0,40.0,26.9291996,75.703282
Built-up  Area,20-Dec,"Hoodi Circle, ",3 BHK,,1629,3.0,2.0,79.0,12.9920261,77.7155363
Built-up  Area,Ready To Move,Vijayanagar,3 BHK,,1580,2.0,0.0,134.0,29.2436472,73.5222553
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saityat,1826,3.0,2.0,121.0,29.2436472,73.5222553
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Eladero,1245,2.0,1.0,94.0,12.91180425,77.5874942
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Lancyey,1145,2.0,2.0,45.79,17.3347866,78.6008776
Super built-up  Area,Ready To Move,Sompura,2 BHK,Suiseit,825,2.0,1.0,33.0,13.6917177,77.244481
Super built-up  Area,18-Aug,Yeshwanthpur,3 BHK,Aroomba,1693,3.0,3.0,108.0,13.021834550000001,77.54768594156756
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Courf T,1113.27,2.0,2.0,53.0,12.8496783,77.6649749
Built-up  Area,Ready To Move,Ashirvad Colony,2 BHK,VMowsea,1460,2.0,1.0,58.0,Ashirvad Colony,Ashirvad Colony
Built-up  Area,Ready To Move,Doddathoguru,2 BHK,S onsMa,1050,2.0,1.0,32.0,12.8529125,77.6556155
Built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,Tuentpa,1260,2.0,2.0,55.0,12.96577205,77.70809738675412
Built-up  Area,Ready To Move,Hosur Road,2 BHK,Tovesee,1656,2.0,1.0,120.0,12.773175,77.7831871
Super built-up  Area,Ready To Move,Chandapura,3 BHK,Vailsaf,1208,3.0,1.0,45.0,17.4436387,77.433391
Super built-up  Area,Ready To Move,Whitefield,3 BHK,BrlisCo,1910,3.0,2.0,161.0,44.3730577,-71.6118577
Super built-up  Area,Ready To Move,Whitefield,4 BHK,Haestt ,3252,4.0,1.0,230.0,44.3730577,-71.6118577
Plot  Area,Ready To Move,Battarahalli,2 Bedroom,,1200,2.0,1.0,65.0,Battarahalli,Battarahalli
Super built-up  Area,Ready To Move,Gokula Extension,4 BHK,,1200,4.0,1.0,175.0,Gokula Extension,Gokula Extension
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1175,2.0,1.0,82.0,12.91180425,77.5874942
Plot  Area,Ready To Move,Kamakshipalya,2 Bedroom,,1000,2.0,0.0,165.0,12.9823617,77.5226376
Plot  Area,Ready To Move,Bannerghatta Road,4 Bedroom,,1200,2.0,0.0,125.0,12.8870547,77.5969483
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2390,3.0,2.0,410.0,18.0142278,79.55262448961471
Super built-up  Area,19-Jan,Rajaji Nagar,7 BHK,,12000,6.0,3.0,2200.0,18.0142278,79.55262448961471
Plot  Area,Ready To Move,Sultan Palaya,2 Bedroom,,550,1.0,1.0,62.0,Sultan Palaya,Sultan Palaya
Super built-up  Area,Ready To Move,Kengeri,1 BHK,,34.46Sq. Meter,1.0,0.0,18.5,12.9176571,77.4837568
Super built-up  Area,Ready To Move,Kengeri,2 BHK,VBvenal,750,2.0,1.0,38.0,12.9176571,77.4837568
Plot  Area,Ready To Move,Mahalakshmi Layout,6 Bedroom,,1200,7.0,3.0,250.0,13.0113153,77.5446972
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1550,3.0,3.0,64.5,26.9291996,75.703282
Built-up  Area,Ready To Move,Amco Colony,3 BHK,Hoeatan,1760,3.0,2.0,88.0,Amco Colony,Amco Colony
Super built-up  Area,Ready To Move,Billekahalli,2 BHK,Asity S,1125,2.0,2.0,62.0,Billekahalli,Billekahalli
Plot  Area,Ready To Move,Nagarbhavi,3 Bedroom,,1350,3.0,2.0,150.0,12.9546741,77.5121724
Plot  Area,17-Dec,Anandapura,2 Bedroom,,1000,2.0,1.0,55.0,14.0771569,75.2124556
Built-up  Area,18-Aug,Bommasandra Industrial Area,2 BHK,,1090,2.0,2.0,31.48,12.8162443,77.6916113
Plot  Area,Ready To Move,TC Palaya,2 Bedroom,,1200,2.0,0.0,60.0,13.0098552,77.6930892
Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1991,4.0,2.0,103.0,13.1351402,77.74957
Super built-up  Area,18-Oct,Bommasandra,2 BHK,DSoodil,1060,2.0,1.0,26.5,12.8162443,77.6916113
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,SJarkte,1105,2.0,1.0,75.0,12.9173303,77.667161
Built-up  Area,Ready To Move,Hoodi,2 BHK,Dhgraas,985,2.0,2.0,67.0,12.9919033,77.7162015
Plot  Area,Ready To Move,Chandapura,6 Bedroom,,1533,5.0,3.0,85.0,17.4436387,77.433391
Super built-up  Area,17-Jul,Balagere,3 BHK,HiqueMa,1590,3.0,2.0,79.0,12.9377243,77.7280705
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,Srshq T,1120,2.0,2.0,55.0,17.2510682,80.1651978
Super built-up  Area,Ready To Move,Samethanahalli,2 BHK,SPontna,1069,2.0,1.0,55.0,12.979363,77.7907328
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Prionad,1933,3.0,2.0,140.0,12.9552572,77.6984163
Built-up  Area,16-Mar,Hosur Road,2 BHK,PuendWe,1194,2.0,0.0,69.0,12.773175,77.7831871
Super built-up  Area,Ready To Move,Brookefield,2 BHK,Danna S,1150,2.0,3.0,69.0,33.5935063,-79.0345627
Super built-up  Area,Ready To Move,Yelenahalli,2 BHK,,1240,2.0,2.0,47.12,12.8669074,77.6159019
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1419,2.0,2.0,48.1,17.3347866,78.6008776
Super built-up  Area,Ready To Move,Suddaguntepalya,3 BHK,MSanaer,1450,3.0,2.0,55.0,Suddaguntepalya,Suddaguntepalya
Super built-up  Area,18-Jul,Udayapur Village,3 BHK,Plowsri,1630,3.0,2.0,68.29,26.932823550000002,86.51969532821222
Super built-up  Area,Ready To Move,Dasanapura,2 BHK,Tavenew,708,1.0,1.0,40.0,13.0508851,76.9644144
Plot  Area,Ready To Move,Kasavanhalli,3 Bedroom,,1000,4.0,3.0,110.0,Kasavanhalli,Kasavanhalli
Plot  Area,Ready To Move,Whitefield,4 Bedroom,,11890,4.0,3.0,700.0,44.3730577,-71.6118577
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Ocavees,1250,2.0,1.0,76.0,12.93577245,77.66676103753434
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1400,2.0,1.0,95.0,12.91180425,77.5874942
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,,1670,2.0,3.0,57.0,12.9252241,77.6367015
Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1750,3.0,2.0,100.0,13.026135,77.76638437071601
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1404,2.0,1.0,71.0,12.8533901,77.6383481
Super built-up  Area,Ready To Move,Hoodi,3 BHK,SMaxyay,1715,2.0,2.0,95.0,12.9919033,77.7162015
Built-up  Area,18-Apr,Electronic City,1 BHK,Prarkun,630,1.0,1.0,34.65,-6.1938201,106.8920008
Super built-up  Area,Ready To Move,Harlur,3 BHK,SosicCl,1752.12,3.0,2.0,135.0,12.8920326,77.6550376733177
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,,1650,3.0,2.0,78.0,12.8773486,77.6028031
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2.0,1.0,55.47,17.3347866,78.6008776
Plot  Area,Ready To Move,Giri Nagar,3 Bedroom,Bancyri,1800,3.0,2.0,252.0,28.541034449999998,77.26411092738698
Super built-up  Area,18-Sep,Sarjapur  Road,2 BHK,PualeSk,1346,2.0,1.0,74.03,12.9252241,77.6367015
Plot  Area,Ready To Move,Thippasandra,4 Bedroom,,1200,4.0,2.0,200.0,12.973936,77.6509982
Super built-up  Area,Ready To Move,Hormavu,2 BHK,ElavuHo,1150,2.0,2.0,55.0,13.0281929,77.6630185
Built-up  Area,Ready To Move,Chikkabidarakallu,4 Bedroom,Gontyol,3309,4.0,3.0,325.0,13.0491569,77.4874879
Super built-up  Area,18-May,Chandapura,3 BHK,SunceEs,1190,2.0,2.0,30.35,17.4436387,77.433391
Super built-up  Area,Ready To Move,AECS Layout,3 BHK,DSutyng,1620,3.0,2.0,98.0,12.964118,77.7130369
Super built-up  Area,18-Apr,Marathahalli,2 BHK,,950,2.0,1.0,46.96,12.9552572,77.6984163
Super built-up  Area,Ready To Move,1 Giri Nagar,11 BHK,Bancyri,5000,9.0,3.0,360.0,17.488482,78.4406024
Super built-up  Area,Ready To Move,Harlur,3 BHK,SrEndPo,2450,3.0,0.0,120.0,12.8920326,77.6550376733177
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,Sryalan,1220,2.0,1.0,35.23,12.8468545,77.6769267
Super built-up  Area,Ready To Move,Hoysalanagar,2 BHK,RKntsrt,850,2.0,1.0,30.0,Hoysalanagar,Hoysalanagar
Built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,,1020,2.0,2.0,63.0,12.91814255,77.55767110316643
Built-up  Area,Ready To Move,Chikkalasandra,2 BHK,,1100,2.0,2.0,50.0,12.9121916,77.5476337
